coef_log_hazard,se,hazard_ratio,ci_lower_95,ci_upper_95,p_value,n,n_treated,n_control,events,treated_events,control_events,treated_event_rate,control_event_rate,median_followup_days,ties,robust_cluster_pid,age_mean,frailty_mean,prior_outcome_count_mean,util_last30_mean,cox_covariates,Malattia_A_(Exposure),Malattia_B_(Outcome),cohort_csv,error,q_value,Significativo_FDR
0.08462957353765127,0.020987713628859993,1.0883138517722328,1.044453367051697,1.1340162015109754,5.522447703536576e-05,160586.0,40147.0,120439.0,13148.0,3289.0,9859.0,0.08192392955887115,0.0818588663140677,365.0,breslow,True,54.91902781064352,0.02995902507067864,0.10013326192818801,2.074788586800842,T;age_at_t0;sex_num;frailty;util_last30,RESP,INJ,cox_results_patched\cox_cohort_DX_RESP_TO_INJ_d14_h365.csv,,0.00010269014324758096,Si
0.08169532918147583,0.01456528610727039,1.0851251534927226,1.0545850461912298,1.116549682735675,2.036088789449251e-08,62260.0,15565.0,46695.0,26015.0,6342.0,19673.0,0.4074526180533248,0.42130849127315556,365.0,breslow,True,54.45581432701574,0.04871506585287504,2.856633472534533,1.9635560552521683,T;age_at_t0;sex_num;frailty;prior_outcome_count;util_last30,INJ,SUPP,cox_results_patched\cox_cohort_DX_INJ_TO_SUPP_d14_h365.csv,,4.979564974196538e-08,Si
0.07730669843477685,0.02211012794078811,1.0803733744086177,1.0345544466167313,1.1282215565822944,0.00047151349855631213,132196.0,33049.0,99147.0,10561.0,2776.0,7785.0,0.08399649006021362,0.07851977366939998,365.0,breslow,True,53.042149535538144,0.02419891675996248,0.08425368392387061,2.2109443553511454,T;age_at_t0;sex_num;frailty;util_last30,DIGE,SKIN,cox_results_patched\cox_cohort_DX_DIGE_TO_SKIN_d14_h365.csv,,0.0007577895512512159,Si
0.0768373288127907,0.020227327384424263,1.0798663989550137,1.0378920353418657,1.1235382871089952,0.00014546340178906271,31536.0,7884.0,23652.0,12649.0,3286.0,9363.0,0.41679350583460173,0.3958650431253171,365.0,breslow,True,55.23370116692035,0.05774353120243531,0.6650177574835109,4.281646372399797,T;age_at_t0;sex_num;frailty;util_last30,NEOP,MUSC,cox_results_patched\cox_cohort_DX_NEOP_TO_MUSC_d14_h365.csv,,0.00025176358001953165,Si
0.07496741795054915,0.022726554391330447,1.0778490317820544,1.0308908912380823,1.1269461639323053,0.0009714381369587204,71594.0,17899.0,53695.0,10141.0,2899.0,7242.0,0.1619643555505894,0.13487289319303472,365.0,breslow,True,47.56985222225326,0.013478783138251809,0.19628739838533954,1.4159706120624633,T;age_at_t0;sex_num;frailty;util_last30,CIRC,NERV,cox_results_patched\cox_cohort_DX_CIRC_TO_NERV_d14_h365.csv,,0.0014970793206555623,Si
0.07396061553780257,0.015898769660347613,1.0767643968744207,1.0437281126047362,1.1108463520091199,3.2877730985975997e-06,53088.0,13272.0,39816.0,21683.0,5595.0,16088.0,0.4215641952983725,0.40405866988145467,365.0,breslow,True,55.15741787221218,0.056660638939119955,0.6236249246534057,2.162277727546715,T;age_at_t0;sex_num;frailty;util_last30,INFE,RESP,cox_results_patched\cox_cohort_DX_INFE_TO_RESP_d14_h365.csv,,6.604901314146963e-06,Si
0.07294198935354977,0.029135748180617354,1.0756681349008588,1.0159619756550202,1.1388831119344807,0.012296400202611876,160806.0,40202.0,120604.0,7273.0,1699.0,5574.0,0.04226157902591911,0.04621737255812411,365.0,breslow,True,54.84220738032163,0.03338805765954007,0.045489596159347286,2.0768441476064328,T;age_at_t0;sex_num;frailty;util_last30,RESP,BLD,cox_results_patched\cox_cohort_DX_RESP_TO_BLD_d14_h365.csv,,0.0167678184581071,Si
0.07194591538066694,0.012930405029596977,1.0745972233103493,1.0477052763833192,1.1021794185599063,2.6352648674613486e-08,133472.0,33368.0,100104.0,31214.0,8177.0,23037.0,0.2450551426516423,0.2301306641093263,365.0,breslow,True,52.15702918964277,0.01958463198273795,0.3186061496044114,1.8074877127787101,T;age_at_t0;sex_num;frailty;util_last30,MUSC,GEN,cox_results_patched\cox_cohort_DX_MUSC_TO_GEN_d14_h365.csv,,6.37564080837423e-08,Si
0.06994357406580567,0.012792312181931248,1.072447665685498,1.0458925567861912,1.099677006181615,4.561039043518923e-08,120917.0,30230.0,90687.0,35037.0,9829.0,25208.0,0.32514058881905394,0.2779670735607088,365.0,breslow,True,47.545456800946106,0.01850029358981781,1.182422653555745,1.5352183729334998,T;age_at_t0;sex_num;frailty;util_last30,MUSC,CIRC,cox_results_patched\cox_cohort_DX_MUSC_TO_CIRC_d14_h365.csv,,1.0917380689274017e-07,Si
0.06814904800903267,0.015440700312280856,1.0705248561867795,1.0386120716856337,1.1034182048873802,1.0166654286352943e-05,59412.0,14853.0,44559.0,23527.0,5459.0,18068.0,0.36753517807850267,0.4054848627662201,365.0,breslow,True,53.72751296034471,0.04426715141722211,0.655894432101259,2.0777620682690365,T;age_at_t0;sex_num;frailty;util_last30,SKIN,MUSC,cox_results_patched\cox_cohort_DX_SKIN_TO_MUSC_d14_h365.csv,,1.9551258242986426e-05,Si
0.06577539741401871,0.024376381865166448,1.0679868176249407,1.0181606233754092,1.1202513792365505,0.006968939514212772,26968.0,6742.0,20226.0,8646.0,2300.0,6346.0,0.3411450608128152,0.31375457332146744,365.0,breslow,True,50.71625630376743,0.02436220706021952,1.243770394541679,3.901512904182735,T;age_at_t0;sex_num;frailty;util_last30,NEOP,CIRC,cox_results_patched\cox_cohort_DX_NEOP_TO_CIRC_d14_h365.csv,,0.009739201184458842,Si
0.06559546892832596,0.02096944385719234,1.0677946736607102,1.024797834976851,1.1125955053602725,0.0017591314613942118,30064.0,7516.0,22548.0,12256.0,3190.0,9066.0,0.42442788717402874,0.40207557211282596,365.0,breslow,True,55.96231373070783,0.06499467802022352,0.6400345928685471,2.3962213943587014,T;age_at_t0;sex_num;frailty;util_last30,BLD,RESP,cox_results_patched\cox_cohort_DX_BLD_TO_RESP_d14_h365.csv,,0.002638697192091318,Si
0.06288831280149502,0.012814125770006745,1.0649078960096403,1.0384950795553012,1.09199248923672,9.213498722247361e-07,117902.0,29476.0,88426.0,34107.0,8572.0,25535.0,0.2908128647034876,0.28877253296541744,365.0,breslow,True,48.08574069990331,0.015283879832403183,1.130922291394548,1.524664551915998,T;age_at_t0;sex_num;frailty;util_last30,DIGE,CIRC,cox_results_patched\cox_cohort_DX_DIGE_TO_CIRC_d14_h365.csv,,1.9194789004682e-06,Si
0.062408252433283073,0.015489457195357645,1.0643967986215859,1.0325680135078612,1.0972067022171568,5.599571194958943e-05,158634.0,39659.0,118975.0,25859.0,5788.0,20071.0,0.14594417408406668,0.168699306577012,365.0,breslow,True,54.5925967951385,0.027780929687204508,0.24009985249063884,1.9544549087837413,T;age_at_t0;sex_num;frailty;util_last30,RESP,NERV,cox_results_patched\cox_cohort_DX_RESP_TO_NERV_d14_h365.csv,,0.00010327078023489855,Si
0.060587023187567,0.020701498921277973,1.0624600522078238,1.020213669542413,1.106455830026029,0.0034258201649038224,158650.0,39663.0,118987.0,14302.0,3180.0,11122.0,0.08017547840556691,0.09347239614411658,365.0,breslow,True,54.711421367790734,0.027488181531673494,0.1801827923101166,1.9958588086983926,T;age_at_t0;sex_num;frailty;util_last30,RESP,MENT,cox_results_patched\cox_cohort_DX_RESP_TO_MENT_d14_h365.csv,,0.00494108677630359,Si
0.059154719928748926,0.011951200800919971,1.0609393765070345,1.03637636688076,1.0860845505488452,7.43323939713268e-07,144596.0,36149.0,108447.0,42376.0,10178.0,32198.0,0.2815568895405129,0.2969007902477708,365.0,breslow,True,48.34429721430745,0.016335168331074165,1.1432197294530968,1.1205704168856676,T;age_at_t0;sex_num;frailty;util_last30,SUPP,CIRC,cox_results_patched\cox_cohort_DX_SUPP_TO_CIRC_d14_h365.csv,,1.5928370136712886e-06,Si
0.05771850674375692,0.015808684849100987,1.0594167350666048,1.0270940297417215,1.0927566376969597,0.0002611570079446962,68754.0,17189.0,51565.0,22037.0,6149.0,15888.0,0.35772878003374253,0.30811597013478137,365.0,breslow,True,47.00395613346132,0.011082991535037962,0.495520260639381,1.5719958111528056,T;age_at_t0;sex_num;frailty;util_last30,CIRC,DIGE,cox_results_patched\cox_cohort_DX_CIRC_TO_DIGE_d14_h365.csv,,0.0004418069683274936,Si
0.05663037465144339,0.011086122839944382,1.0582645766819843,1.0355177817914485,1.081511041097168,3.2520473110419954e-07,153418.0,38355.0,115063.0,51201.0,11835.0,39366.0,0.30856472428627296,0.34212561813962783,365.0,breslow,True,53.7926579671225,0.0288232150073655,0.52434525283865,1.7145185049994134,T;age_at_t0;sex_num;frailty;util_last30,RESP,DIGE,cox_results_patched\cox_cohort_DX_RESP_TO_DIGE_d14_h365.csv,,7.173633774357343e-07,Si
0.055750720123285386,0.026567832023644107,1.057334078773467,1.0036845406492034,1.1138513236565548,0.035867229405150844,135364.0,33841.0,101523.0,7258.0,1877.0,5381.0,0.055465264028840756,0.05300276784570984,365.0,breslow,True,52.47884223279454,0.028486155846458437,0.25360509441210366,2.56325906444845,T;age_at_t0;sex_num;frailty;util_last30,MUSC,NEOP,cox_results_patched\cox_cohort_DX_MUSC_TO_NEOP_d14_h365.csv,,0.04747133303622905,Si
0.05312610244229651,0.015009157459401118,1.054562619656866,1.0239914262933565,1.0860465138884405,0.00040076540678144726,59556.0,14889.0,44667.0,24266.0,6195.0,18071.0,0.41607898448519043,0.40457160767456957,365.0,breslow,True,55.07020283430721,0.047400765665927866,0.6229263214453623,2.16226744576533,T;age_at_t0;sex_num;frailty;util_last30,SKIN,RESP,cox_results_patched\cox_cohort_DX_SKIN_TO_RESP_d14_h365.csv,,0.0006487209822001844,Si
0.04993427180673005,0.0199927555848145,1.0512020004970208,1.0108064431918757,1.0932119134099918,0.012503074667941155,31880.0,7970.0,23910.0,13088.0,3354.0,9734.0,0.42082810539523213,0.4071099958176495,365.0,breslow,True,56.51301756587202,0.03779799247176913,0.6255332496863237,4.314585947302384,T;age_at_t0;sex_num;frailty;util_last30,NEOP,RESP,cox_results_patched\cox_cohort_DX_NEOP_TO_RESP_d14_h365.csv,,0.016946938555944337,Si
0.04935679615561452,0.014469254093797733,1.0505951321800329,1.0212190473412392,1.0808162407800879,0.0006468949232964974,62702.0,15676.0,47026.0,24902.0,6402.0,18500.0,0.40839499872416435,0.39339939607876495,365.0,breslow,True,54.7220503333227,0.053315683710248474,0.6106822748875634,2.235462983636886,T;age_at_t0;sex_num;frailty;util_last30,ENDO,RESP,cox_results_patched\cox_cohort_DX_ENDO_TO_RESP_d14_h365.csv,,0.0010178416625294538,Si
0.048795345476520556,0.0101045348755829,1.050005440386537,1.0294147708470187,1.0710079708047728,1.3718314374630153e-06,132304.0,33076.0,99228.0,51426.0,13241.0,38185.0,0.4003204740597412,0.3848208167049623,365.0,breslow,True,53.18840700205587,0.025139073648566938,0.569748458096505,2.438021526182126,T;age_at_t0;sex_num;frailty;util_last30,MUSC,RESP,cox_results_patched\cox_cohort_DX_MUSC_TO_RESP_d14_h365.csv,,2.831762141552096e-06,Si
0.04641166762952914,0.016374455313676713,1.047505546333787,1.0144207249250081,1.0816694125419826,0.004591260130525862,53160.0,13290.0,39870.0,21153.0,4845.0,16308.0,0.36455981941309257,0.4090293453724605,365.0,breslow,True,53.80643340857788,0.045391271632806623,0.6519939804364183,2.104288939051919,T;age_at_t0;sex_num;frailty;util_last30,INFE,MUSC,cox_results_patched\cox_cohort_DX_INFE_TO_MUSC_d14_h365.csv,,0.006497066222442257,Si
0.04471187255519463,0.011106066963959034,1.045726513989346,1.0232092190974127,1.068739336638249,5.675872929155399e-05,107776.0,26944.0,80832.0,42640.0,10513.0,32127.0,0.39017963182897863,0.3974539786223278,365.0,breslow,True,53.422830685866984,0.04044499703087886,0.6410796466745843,2.136765142517815,T;age_at_t0;sex_num;frailty;util_last30,GEN,MUSC,cox_results_patched\cox_cohort_DX_GEN_TO_MUSC_d14_h365.csv,,0.00010382694382601339,Si
0.04346525674493564,0.015364558786194518,1.0444237070024125,1.0134402403432596,1.076354417680506,0.004670395618193376,70998.0,17750.0,53248.0,21840.0,5581.0,16259.0,0.3144225352112676,0.3053448016826923,365.0,breslow,True,49.55771993577284,0.02131045944956196,1.2710358038254599,1.328023324600693,T;age_at_t0;sex_num;frailty;util_last30,NERV,CIRC,cox_results_patched\cox_cohort_DX_NERV_TO_CIRC_d14_h365.csv,,0.006567743838084434,Si
0.04151979023958739,0.01042109043168735,1.042393790870212,1.021318513672806,1.0639039640408143,6.770559600357228e-05,128147.0,32037.0,96110.0,49924.0,12738.0,37186.0,0.3976027717951119,0.3869108313390906,365.0,breslow,True,53.46029949979321,0.01804178014311689,0.5593654162797412,1.6922284563821237,T;age_at_t0;sex_num;frailty;util_last30,DIGE,RESP,cox_results_patched\cox_cohort_DX_DIGE_TO_RESP_d14_h365.csv,,0.0001218700728064301,Si
0.04094517680213077,0.013544186745527802,1.0417949894470047,1.0145027295130447,1.0698214686498082,0.002502150653335477,95544.0,23886.0,71658.0,28918.0,7087.0,21831.0,0.2967009963995646,0.30465544670518296,365.0,breslow,True,49.06384493008457,0.017928912333584526,1.244295821820313,1.52167587708281,T;age_at_t0;sex_num;frailty;util_last30,GEN,CIRC,cox_results_patched\cox_cohort_DX_GEN_TO_CIRC_d14_h365.csv,,0.0036796333137286428,Si
0.03488039656854048,0.014271532480946907,1.0354958525357285,1.0069321095122878,1.0648698660906197,0.014523251087190351,154718.0,38680.0,116038.0,30321.0,6480.0,23841.0,0.16752843846949328,0.20545855667970836,365.0,breslow,True,53.71299396321049,0.03048126268436769,0.6450380692614951,1.708204604506263,T;age_at_t0;sex_num;frailty;prior_outcome_count;util_last30,RESP,ENDO,cox_results_patched\cox_cohort_DX_RESP_TO_ENDO_d14_h365.csv,,0.019450782706058507,Si
0.02481540933704108,0.010032908845612693,1.025125874393661,1.0051641967328009,1.0454839734315775,0.013383378305121794,157470.0,39368.0,118102.0,61415.0,13407.0,48008.0,0.34055578134525505,0.40649607965995493,365.0,breslow,True,54.11224995237188,0.031275798564805994,0.6119260811583158,2.6582904680256556,T;age_at_t0;sex_num;frailty;util_last30,RESP,MUSC,cox_results_patched\cox_cohort_DX_RESP_TO_MUSC_d14_h365.csv,,0.018031497716481458,Si
