Malattia_A_(Exposure),Malattia_B_(Outcome),Causal_Effect_ATE,SE,z_value,p_value,CI_Lower_95,CI_Upper_95,Placebo_ATE_IPW,N,N_treated,N_control,trim_frac,ESS_ipw,e_min,e_median,e_max,n_folds,cross_fitted,q_value
MENT,MUSC,0.043242909570725026,0.004539065645629972,9.526830618181858,0.0,0.034346340905290276,0.052139478236159775,-0.04124515140237431,38508,9627,28881,0.0,35444.73323650763,0.182073175907135,0.43258732557296753,0.9500989317893982,5,True,0.0
