Malattia_A_(Exposure),Malattia_B_(Outcome),Causal_Effect_ATE,SE,z_value,p_value,CI_Lower_95,CI_Upper_95,Placebo_ATE_IPW,N,N_treated,N_control,trim_frac,ESS_ipw,e_min,e_median,e_max,n_folds,cross_fitted,q_value
ENDO,DIGE,0.06876850276456145,0.0038444565893060783,17.887704326237202,0.0,0.06123336784952154,0.07630363767960137,-0.04272136539579638,59545,14887,44658,0.0,48715.45514959118,0.13458773493766785,0.4567869007587433,0.9755274057388306,5,True,0.0
