Malattia_A_(Exposure),Malattia_B_(Outcome),Causal_Effect_ATE,SE,z_value,p_value,CI_Lower_95,CI_Upper_95,Placebo_ATE_IPW,N,N_treated,N_control,trim_frac,ESS_ipw,e_min,e_median,e_max,n_folds,cross_fitted,q_value
INJ,DIGE,0.055127865592406976,0.003577704676256089,15.408724470264513,0.0,0.04811556442694504,0.06214016675786891,-0.03737376225075478,61068,15267,45801,0.0,49490.67174665907,0.030820803716778755,0.3925718367099762,0.9683346748352051,5,True,0.0
