Malattia_A_(Exposure),Malattia_B_(Outcome),Causal_Effect_ATE,SE,z_value,p_value,CI_Lower_95,CI_Upper_95,Placebo_ATE_IPW,N,N_treated,N_control,trim_frac,ESS_ipw,e_min,e_median,e_max,n_folds,cross_fitted,q_value
MENT,MUSC,0.05036619068484724,0.006596109646556107,7.635741881753576,2.2426505097428162e-14,0.03743781577759727,0.0632945655920972,-0.046971545068215034,38508,9627,28881,0.0017139295730757246,17196.15611781663,0.2640579342842102,0.4453495144844055,0.990552544593811,5,True,2.2426505097428162e-14
