Malattia_A_(Exposure),Malattia_B_(Outcome),Causal_Effect_ATE,SE,z_value,p_value,CI_Lower_95,CI_Upper_95,Placebo_ATE_IPW,N,N_treated,N_control,trim_frac,ESS_ipw,e_min,e_median,e_max,n_folds,cross_fitted,q_value
NEOP,DIGE,0.08156824364943036,0.005040106306366657,16.183833969214785,0.0,0.07168963528895171,0.091446852009909,-0.03394691255459881,29556,7389,22167,0.0,26611.951121122485,0.012895654886960983,0.4251539409160614,0.8841491341590881,5,True,0.0
