Malattia_A_(Exposure),Malattia_B_(Outcome),Causal_Effect_ATE,SE,z_value,p_value,CI_Lower_95,CI_Upper_95,Placebo_ATE_IPW,N,N_treated,N_control,trim_frac,ESS_ipw,e_min,e_median,e_max,n_folds,cross_fitted,q_value
BLD,ENDO,0.02686704427836982,0.003921443054371432,6.851315677890505,7.317257910699482e-12,0.019181015891801812,0.034553072664937824,-0.047993628539743115,28944,7236,21708,0.0,26394.08498631215,0.163645938038826,0.46768468618392944,0.9202664494514465,5,True,7.317257910699482e-12
