Malattia_A_(Exposure),Malattia_B_(Outcome),Causal_Effect_ATE,SE,z_value,p_value,CI_Lower_95,CI_Upper_95,Placebo_ATE_IPW,N,N_treated,N_control,trim_frac,ESS_ipw,e_min,e_median,e_max,n_folds,cross_fitted,q_value
ENDO,DIGE,0.06986582437361383,0.003731911016466799,18.721192457519944,0.0,0.0625512787813389,0.07718036996588876,-0.039968986323224265,59545,14887,44658,0.0,49372.656867636746,0.08853020519018173,0.4277840852737427,0.9677354693412781,5,True,0.0
